buenos ,Año,Titulo,Serie/Pelicula,Día de la semana,Palabra 1,Palabra 2,Palabra 3,Palabra 4,Palabra 5,Palabra 6,Palabra 7,Palabra 8,Palabra 9,Palabra 10,Palabra 11,Palabra 12,Palabra 13,Palabra 14,Palabra 15,Palabra 16,Palabra 17,Palabra 18,Palabra 19,Palabra 20,Palabra 21,Palabra 22,Palabra 23
16/09/2019,2019,Inconcebible: Miniserie: Episodio 7,Serie,lunes,Inconcebible:,Miniserie:,Episodio,7,,,,,,,,,,,,,,,,,,,
16/09/2019,2019,Inconcebible: Miniserie: Episodio 6,Serie,lunes,Inconcebible:,Miniserie:,Episodio,6,,,,,,,,,,,,,,,,,,,
16/09/2019,2019,Inconcebible: Miniserie: Episodio 5,Serie,lunes,Inconcebible:,Miniserie:,Episodio,5,,,,,,,,,,,,,,,,,,,
16/09/2019,2019,Inconcebible: Miniserie: Episodio 4,Serie,lunes,Inconcebible:,Miniserie:,Episodio,4,,,,,,,,,,,,,,,,,,,
16/09/2019,2019,Inconcebible: Miniserie: Episodio 3,Serie,lunes,Inconcebible:,Miniserie:,Episodio,3,,,,,,,,,,,,,,,,,,,
16/09/2019,2019,Inconcebible: Miniserie: Episodio 2,Serie,lunes,Inconcebible:,Miniserie:,Episodio,2,,,,,,,,,,,,,,,,,,,
15/09/2019,2019,Inconcebible: Miniserie: Episodio 1,Serie,domingo,Inconcebible:,Miniserie:,Episodio,1,,,,,,,,,,,,,,,,,,,
14/09/2019,2019,La reina del flow: Temporada 1: Episodio 31,Serie,sábado,La,reina,del,flow:,Temporada,1:,Episodio,31,,,,,,,,,,,,,,,
14/09/2019,2019,Baile caliente,Película,sábado,Baile,caliente,,,,,,,,,,,,,,,,,,,,,
12/09/2019,2019,El mundo oculto de Sabrina: Parte 2: Capítulo doce: La epifanía,Serie,jueves,El,mundo,oculto,de,Sabrina:,Parte,2:,Capítulo,doce:,La,epifanía,,,,,,,,,,,,
12/09/2019,2019,El mundo oculto de Sabrina: Parte 1: Capítulo once: Un cuento invernal,Serie,jueves,El,mundo,oculto,de,Sabrina:,Parte,1:,Capítulo,once:,Un,cuento,invernal,,,,,,,,,,,
11/09/2019,2019,El mundo oculto de Sabrina: Parte 1: Capítulo diez: La hora de las brujas,Serie,miércoles,El,mundo,oculto,de,Sabrina:,Parte,1:,Capítulo,diez:,La,hora,de,las,brujas,,,,,,,,,
09/09/2019,2019,La razón de estar contigo,Película,lunes,La,razón,de,estar,contigo,,,,,,,,,,,,,,,,,,
09/09/2019,2019,Nuestro último verano,Película,lunes,Nuestro,último,verano,,,,,,,,,,,,,,,,,,,,
09/09/2019,2019,Psiconautas: Fabiana,Película,lunes,Psiconautas:,Fabiana,,,,,,,,,,,,,,,,,,,,,
09/09/2019,2019,Psiconautas: Un Argentino Nacido en España,Película,lunes,Psiconautas:,Un,Argentino,Nacido,en,España,,,,,,,,,,,,,,,,,
08/09/2019,2019,Black Mirror: Temporada 3: San Junípero,Serie,domingo,Black,Mirror:,Temporada,3:,San,Junípero,,,,,,,,,,,,,,,,,
08/09/2019,2019,Black Mirror: Temporada 1: Toda tu historia,Serie,domingo,Black,Mirror:,Temporada,1:,Toda,tu,historia,,,,,,,,,,,,,,,,
07/09/2019,2019,Conociendo a los Black,Película,sábado,Conociendo,a,los,Black,,,,,,,,,,,,,,,,,,,
06/09/2019,2019,Mejores que nosotros: Episodio 7,Serie,viernes,Mejores,que,nosotros:,Episodio,7,,,,,,,,,,,,,,,,,,
05/09/2019,2019,Mejores que nosotros: Episodio 6,Serie,jueves,Mejores,que,nosotros:,Episodio,6,,,,,,,,,,,,,,,,,,
05/09/2019,2019,Mejores que nosotros: Episodio 5,Serie,jueves,Mejores,que,nosotros:,Episodio,5,,,,,,,,,,,,,,,,,,
05/09/2019,2019,Mejores que nosotros: Episodio 4,Serie,jueves,Mejores,que,nosotros:,Episodio,4,,,,,,,,,,,,,,,,,,
05/09/2019,2019,Mejores que nosotros: Episodio 3,Serie,jueves,Mejores,que,nosotros:,Episodio,3,,,,,,,,,,,,,,,,,,
05/09/2019,2019,Mejores que nosotros: Episodio 2,Serie,jueves,Mejores,que,nosotros:,Episodio,2,,,,,,,,,,,,,,,,,,
05/09/2019,2019,Mejores que nosotros: Episodio 1,Serie,jueves,Mejores,que,nosotros:,Episodio,1,,,,,,,,,,,,,,,,,,
05/09/2019,2019,Insatiable: Temporada 1: Señorita Dulce Jesús,Serie,jueves,Insatiable:,Temporada,1:,Señorita,Dulce,Jesús,,,,,,,,,,,,,,,,,
03/09/2019,2019,Insatiable: Temporada 1: Soy tu hoyo,Serie,martes,Insatiable:,Temporada,1:,Soy,tu,hoyo,,,,,,,,,,,,,,,,,
01/09/2019,2019,Riverdale: Temporada 1: Capítulo 2: Las sombras del mal,Serie,domingo,Riverdale:,Temporada,1:,Capítulo,2:,Las,sombras,del,mal,,,,,,,,,,,,,,
01/09/2019,2019,4 latas,Película,domingo,4,latas,,,,,,,,,,,,,,,,,,,,,
31/08/2019,2019,: Episodio 13,Serie,sábado,:,Episodio,13,,,,,,,,,,,,,,,,,,,,
31/08/2019,2019,: Episodio 12,Serie,sábado,:,Episodio,12,,,,,,,,,,,,,,,,,,,,
31/08/2019,2019,: Episodio 11,Serie,sábado,:,Episodio,11,,,,,,,,,,,,,,,,,,,,
29/08/2019,2019,: Episodio 10,Serie,jueves,:,Episodio,10,,,,,,,,,,,,,,,,,,,,
29/08/2019,2019,Lindas mentirosas: Temporada 3: Las pistas de A,Serie,jueves,Lindas,mentirosas:,Temporada,3:,Las,pistas,de,A,,,,,,,,,,,,,,,
28/08/2019,2019,Clinical,Película,miércoles,Clinical,,,,,,,,,,,,,,,,,,,,,,
28/08/2019,2019,The Doll,Película,miércoles,The,Doll,,,,,,,,,,,,,,,,,,,,,
28/08/2019,2019,Lindas mentirosas: Temporada 3: Esa niña es veneno,Serie,miércoles,Lindas,mentirosas:,Temporada,3:,Esa,niña,es,veneno,,,,,,,,,,,,,,,
27/08/2019,2019,El laberinto del fauno,Película,martes,El,laberinto,del,fauno,,,,,,,,,,,,,,,,,,,
26/08/2019,2019,El otro hermano,Película,lunes,El,otro,hermano,,,,,,,,,,,,,,,,,,,,
26/08/2019,2019,Alien Warfare,Película,lunes,Alien,Warfare,,,,,,,,,,,,,,,,,,,,,
26/08/2019,2019,1922,Película,lunes,1922,,,,,,,,,,,,,,,,,,,,,,
26/08/2019,2019,: Episodio 9,Serie,lunes,:,Episodio,9,,,,,,,,,,,,,,,,,,,,
25/08/2019,2019,Sing: ¡Ven y canta!,Película,domingo,Sing:,¡Ven,y,canta!,,,,,,,,,,,,,,,,,,,
25/08/2019,2019,Los Elegidos,Película,domingo,Los,Elegidos,,,,,,,,,,,,,,,,,,,,,
25/08/2019,2019,Superstition: Piloto,Película,domingo,Superstition:,Piloto,,,,,,,,,,,,,,,,,,,,,
25/08/2019,2019,Perdidos en el espacio: Temporada 1: Trayectoria,Serie,domingo,Perdidos,en,el,espacio:,Temporada,1:,Trayectoria,,,,,,,,,,,,,,,,
25/08/2019,2019,"Perdidos en el espacio: Temporada 1: Peligro, Will Robinson",Serie,domingo,Perdidos,en,el,espacio:,Temporada,1:,"Peligro,",Will,Robinson,,,,,,,,,,,,,,
25/08/2019,2019,Otra vida: Temporada 1: Crisis nerviosa,Serie,domingo,Otra,vida:,Temporada,1:,Crisis,nerviosa,,,,,,,,,,,,,,,,,
25/08/2019,2019,Otra vida: Temporada 1: Por valles tenebrosos,Serie,domingo,Otra,vida:,Temporada,1:,Por,valles,tenebrosos,,,,,,,,,,,,,,,,
25/08/2019,2019,Otra vida: Temporada 1: Por todo el universo,Serie,domingo,Otra,vida:,Temporada,1:,Por,todo,el,universo,,,,,,,,,,,,,,,
23/08/2019,2019,: Episodio 8,Serie,viernes,:,Episodio,8,,,,,,,,,,,,,,,,,,,,
23/08/2019,2019,: Episodio 7,Serie,viernes,:,Episodio,7,,,,,,,,,,,,,,,,,,,,
23/08/2019,2019,: Episodio 6,Serie,viernes,:,Episodio,6,,,,,,,,,,,,,,,,,,,,
23/08/2019,2019,Las chicas del cable: Temporada 4: Capítulo 30: La duda,Serie,viernes,Las,chicas,del,cable:,Temporada,4:,Capítulo,30:,La,duda,,,,,,,,,,,,,
23/08/2019,2019,Las chicas del cable: Temporada 4: Capítulo 29: La vida,Serie,viernes,Las,chicas,del,cable:,Temporada,4:,Capítulo,29:,La,vida,,,,,,,,,,,,,
23/08/2019,2019,Las chicas del cable: Temporada 4: Capítulo 28: El miedo,Serie,viernes,Las,chicas,del,cable:,Temporada,4:,Capítulo,28:,El,miedo,,,,,,,,,,,,,
23/08/2019,2019,Frontera verde: Miniserie: Los caminantes,Serie,viernes,Frontera,verde:,Miniserie:,Los,caminantes,,,,,,,,,,,,,,,,,,
23/08/2019,2019,Frontera verde: Miniserie: La manigua,Serie,viernes,Frontera,verde:,Miniserie:,La,manigua,,,,,,,,,,,,,,,,,,
23/08/2019,2019,Déjà Vu,Película,viernes,Déjà,Vu,,,,,,,,,,,,,,,,,,,,,
22/08/2019,2019,: Episodio 5,Serie,jueves,:,Episodio,5,,,,,,,,,,,,,,,,,,,,
21/08/2019,2019,: Episodio 4,Serie,miércoles,:,Episodio,4,,,,,,,,,,,,,,,,,,,,
21/08/2019,2019,: Episodio 3,Serie,miércoles,:,Episodio,3,,,,,,,,,,,,,,,,,,,,
20/08/2019,2019,Sherlock: Temporada 2: Las cataratas de Reichenbach,Serie,martes,Sherlock:,Temporada,2:,Las,cataratas,de,Reichenbach,,,,,,,,,,,,,,,,
20/08/2019,2019,Genio del mal: Miniserie: Parte 4: Las confesiones,Serie,martes,Genio,del,mal:,Miniserie:,Parte,4:,Las,confesiones,,,,,,,,,,,,,,,
19/08/2019,2019,Genio del mal: Miniserie: Parte 3: Los sospechosos,Serie,lunes,Genio,del,mal:,Miniserie:,Parte,3:,Los,sospechosos,,,,,,,,,,,,,,,
19/08/2019,2019,Genio del mal: Miniserie: Parte 2: El cuerpo congelado,Serie,lunes,Genio,del,mal:,Miniserie:,Parte,2:,El,cuerpo,congelado,,,,,,,,,,,,,,
19/08/2019,2019,Genio del mal: Miniserie: Parte 1: El atraco,Serie,lunes,Genio,del,mal:,Miniserie:,Parte,1:,El,atraco,,,,,,,,,,,,,,,
19/08/2019,2019,Van Helsing: Temporada 3: Ritual de nacimiento,Serie,lunes,Van,Helsing:,Temporada,3:,Ritual,de,nacimiento,,,,,,,,,,,,,,,,
19/08/2019,2019,Van Helsing: Temporada 3: Postura de Cristo,Serie,lunes,Van,Helsing:,Temporada,3:,Postura,de,Cristo,,,,,,,,,,,,,,,,
19/08/2019,2019,Van Helsing: Temporada 3: Estuve lejos,Serie,lunes,Van,Helsing:,Temporada,3:,Estuve,lejos,,,,,,,,,,,,,,,,,
19/08/2019,2019,Narcos: Temporada 3: Sin salida,Serie,lunes,Narcos:,Temporada,3:,Sin,salida,,,,,,,,,,,,,,,,,,
19/08/2019,2019,El perfume: Escatol,Película,lunes,El,perfume:,Escatol,,,,,,,,,,,,,,,,,,,,
19/08/2019,2019,El perfume: Ámbar gris,Película,lunes,El,perfume:,Ámbar,gris,,,,,,,,,,,,,,,,,,,
18/08/2019,2019,Las chicas del cable: Temporada 4: Capítulo 27: La justicia,Serie,domingo,Las,chicas,del,cable:,Temporada,4:,Capítulo,27:,La,justicia,,,,,,,,,,,,,
18/08/2019,2019,Soy leyenda,Película,domingo,Soy,leyenda,,,,,,,,,,,,,,,,,,,,,
18/08/2019,2019,Las chicas del cable: Temporada 4: Capítulo 26: La libertad,Serie,domingo,Las,chicas,del,cable:,Temporada,4:,Capítulo,26:,La,libertad,,,,,,,,,,,,,
18/08/2019,2019,Alicia a través del espejo,Película,domingo,Alicia,a,través,del,espejo,,,,,,,,,,,,,,,,,,
18/08/2019,2019,Van Helsing: Temporada 3: Mundo exterior,Serie,domingo,Van,Helsing:,Temporada,3:,Mundo,exterior,,,,,,,,,,,,,,,,,
18/08/2019,2019,Van Helsing: Temporada 3: Amar fuerte,Serie,domingo,Van,Helsing:,Temporada,3:,Amar,fuerte,,,,,,,,,,,,,,,,,
18/08/2019,2019,Van Helsing: Temporada 3: Pasos torcidos,Serie,domingo,Van,Helsing:,Temporada,3:,Pasos,torcidos,,,,,,,,,,,,,,,,,
17/08/2019,2019,Diagnóstico: Casos sin resolver: Detective,Película,sábado,Diagnóstico:,Casos,sin,resolver:,Detective,,,,,,,,,,,,,,,,,,
17/08/2019,2019,Anatomía según Grey: Temporada 2: Dueño de un corazón solitario,Serie,sábado,Anatomía,según,Grey:,Temporada,2:,Dueño,de,un,corazón,solitario,,,,,,,,,,,,,
17/08/2019,2019,Van Helsing: Temporada 3: Persecución,Serie,sábado,Van,Helsing:,Temporada,3:,Persecución,,,,,,,,,,,,,,,,,,
17/08/2019,2019,Van Helsing: Temporada 3: Casi suicida,Serie,sábado,Van,Helsing:,Temporada,3:,Casi,suicida,,,,,,,,,,,,,,,,,
17/08/2019,2019,Van Helsing: Temporada 3: Nudo corredizo,Serie,sábado,Van,Helsing:,Temporada,3:,Nudo,corredizo,,,,,,,,,,,,,,,,,
16/08/2019,2019,Van Helsing: Temporada 3: Jaula oxidada,Serie,viernes,Van,Helsing:,Temporada,3:,Jaula,oxidada,,,,,,,,,,,,,,,,,
16/08/2019,2019,Van Helsing: Temporada 3: Viva,Serie,viernes,Van,Helsing:,Temporada,3:,Viva,,,,,,,,,,,,,,,,,,
16/08/2019,2019,Las chicas del cable: Temporada 4: Capítulo 25: La igualdad,Serie,viernes,Las,chicas,del,cable:,Temporada,4:,Capítulo,25:,La,igualdad,,,,,,,,,,,,,
16/08/2019,2019,Las chicas del cable: Temporada 3: Capítulo 24: El destino,Serie,viernes,Las,chicas,del,cable:,Temporada,3:,Capítulo,24:,El,destino,,,,,,,,,,,,,
16/08/2019,2019,Van Helsing: Temporada 3: Desconocido,Serie,viernes,Van,Helsing:,Temporada,3:,Desconocido,,,,,,,,,,,,,,,,,,
16/08/2019,2019,Van Helsing: Temporada 3: Zarcillos,Serie,viernes,Van,Helsing:,Temporada,3:,Zarcillos,,,,,,,,,,,,,,,,,,
15/08/2019,2019,Misión: Imposible - Nación secreta,Película,jueves,Misión:,Imposible,-,Nación,secreta,,,,,,,,,,,,,,,,,,
14/08/2019,2019,Los ilusionistas 2,Película,miércoles,Los,ilusionistas,2,,,,,,,,,,,,,,,,,,,,
12/08/2019,2019,Extinción,Película,lunes,Extinción,,,,,,,,,,,,,,,,,,,,,,
12/08/2019,2019,Las chicas del cable: Temporada 3: Capítulo 23: La esperanza,Serie,lunes,Las,chicas,del,cable:,Temporada,3:,Capítulo,23:,La,esperanza,,,,,,,,,,,,,
12/08/2019,2019,Las chicas del cable: Temporada 3: Capítulo 22: La lucha,Serie,lunes,Las,chicas,del,cable:,Temporada,3:,Capítulo,22:,La,lucha,,,,,,,,,,,,,
12/08/2019,2019,Las chicas del cable: Temporada 3: Capítulo 21: El pecado,Serie,lunes,Las,chicas,del,cable:,Temporada,3:,Capítulo,21:,El,pecado,,,,,,,,,,,,,
12/08/2019,2019,Las chicas del cable: Temporada 3: Capítulo 20: La venganza,Serie,lunes,Las,chicas,del,cable:,Temporada,3:,Capítulo,20:,La,venganza,,,,,,,,,,,,,
11/08/2019,2019,Soltero en casa,Película,domingo,Soltero,en,casa,,,,,,,,,,,,,,,,,,,,
10/08/2019,2019,Las chicas del cable: Temporada 3: Capítulo 19: La verdad,Serie,sábado,Las,chicas,del,cable:,Temporada,3:,Capítulo,19:,La,verdad,,,,,,,,,,,,,
10/08/2019,2019,Las chicas del cable: Temporada 3: Capítulo 18: La muerte,Serie,sábado,Las,chicas,del,cable:,Temporada,3:,Capítulo,18:,La,muerte,,,,,,,,,,,,,
10/08/2019,2019,Nada es lo que parece,Película,sábado,Nada,es,lo,que,parece,,,,,,,,,,,,,,,,,,
10/08/2019,2019,Maléfica,Película,sábado,Maléfica,,,,,,,,,,,,,,,,,,,,,,
09/08/2019,2019,El Chapo: Temporada 3: Episodio 1,Serie,viernes,El,Chapo:,Temporada,3:,Episodio,1,,,,,,,,,,,,,,,,,
09/08/2019,2019,72 animales peligrosos: Asia: Miniserie: Lugar y momento equivocados,Serie,viernes,72,animales,peligrosos:,Asia:,Miniserie:,Lugar,y,momento,equivocados,,,,,,,,,,,,,,
09/08/2019,2019,En pocas palabras: Temporada 1: Música,Serie,viernes,En,pocas,palabras:,Temporada,1:,Música,,,,,,,,,,,,,,,,,
09/08/2019,2019,La Segunda Guerra Mundial a todo color: World War II in Colour: La guerra relámpago,Película,viernes,La,Segunda,Guerra,Mundial,a,todo,color:,World,War,II,in,Colour:,La,guerra,relámpago,,,,,,,,
07/08/2019,2019,En el bosque,Película,miércoles,En,el,bosque,,,,,,,,,,,,,,,,,,,,
07/08/2019,2019,Tomorrowland: El mundo del mañana,Película,miércoles,Tomorrowland:,El,mundo,del,mañana,,,,,,,,,,,,,,,,,,
07/08/2019,2019,Psicópata americano,Película,miércoles,Psicópata,americano,,,,,,,,,,,,,,,,,,,,,
06/08/2019,2019,"How to Sell Drugs Online (Fast): Temporada 1: Si esta es la realidad, no me interesa",Serie,martes,How,to,Sell,Drugs,Online,(Fast):,Temporada,1:,Si,esta,es,la,"realidad,",no,me,interesa,,,,,,,
06/08/2019,2019,How to Sell Drugs Online (Fast): Temporada 1: El fracaso no es opción,Serie,martes,How,to,Sell,Drugs,Online,(Fast):,Temporada,1:,El,fracaso,no,es,opción,,,,,,,,,,
06/08/2019,2019,"How to Sell Drugs Online (Fast): Temporada 1: La vida no es justa, acostúmbrate a ello",Serie,martes,How,to,Sell,Drugs,Online,(Fast):,Temporada,1:,La,vida,no,es,"justa,",acostúmbrate,a,ello,,,,,,,
06/08/2019,2019,"How to Sell Drugs Online (Fast): Temporada 1: Nerd hoy, jefe mañana",Serie,martes,How,to,Sell,Drugs,Online,(Fast):,Temporada,1:,Nerd,"hoy,",jefe,mañana,,,,,,,,,,,
04/08/2019,2019,Nunca digas su nombre,Película,domingo,Nunca,digas,su,nombre,,,,,,,,,,,,,,,,,,,
01/08/2019,2019,Anatomía según Grey: Temporada 2: Demasiado,Serie,jueves,Anatomía,según,Grey:,Temporada,2:,Demasiado,,,,,,,,,,,,,,,,,
01/08/2019,2019,Anatomía según Grey: Temporada 2: Gracias por los recuerdos,Serie,jueves,Anatomía,según,Grey:,Temporada,2:,Gracias,por,los,recuerdos,,,,,,,,,,,,,,
01/08/2019,2019,Anatomía según Grey: Temporada 2: Déjalo ser,Serie,jueves,Anatomía,según,Grey:,Temporada,2:,Déjalo,ser,,,,,,,,,,,,,,,,
01/08/2019,2019,"Orange Is the New Black: Temporada 4: Lo hecho, hecho está",Serie,jueves,Orange,Is,the,New,Black:,Temporada,4:,Lo,"hecho,",hecho,está,,,,,,,,,,,,
01/08/2019,2019,"¡Buena suerte, Charlie!: El show de la nieve (Parte 1)",Película,jueves,¡Buena,"suerte,",Charlie!:,El,show,de,la,nieve,(Parte,1),,,,,,,,,,,,,
01/08/2019,2019,"¡Buena suerte, Charlie!: El show de la nieve (Parte 2)",Película,jueves,¡Buena,"suerte,",Charlie!:,El,show,de,la,nieve,(Parte,2),,,,,,,,,,,,,
01/08/2019,2019,¡Applucinante!,Película,jueves,¡Applucinante!,,,,,,,,,,,,,,,,,,,,,,
31/07/2019,2019,El niño,Película,miércoles,El,niño,,,,,,,,,,,,,,,,,,,,,
30/07/2019,2019,Anatomía según Grey: Temporada 2: Algo de qué hablar,Serie,martes,Anatomía,según,Grey:,Temporada,2:,Algo,de,qué,hablar,,,,,,,,,,,,,,
30/07/2019,2019,Anatomía según Grey: Temporada 2: Hacia ti como un tren,Serie,martes,Anatomía,según,Grey:,Temporada,2:,Hacia,ti,como,un,tren,,,,,,,,,,,,,
29/07/2019,2019,La reina del flow: Temporada 1: Episodio 30,Serie,lunes,La,reina,del,flow:,Temporada,1:,Episodio,30,,,,,,,,,,,,,,,
29/07/2019,2019,La reina del flow: Temporada 1: Episodio 29,Serie,lunes,La,reina,del,flow:,Temporada,1:,Episodio,29,,,,,,,,,,,,,,,
29/07/2019,2019,Anatomía según Grey: Temporada 2: Abran paso al dolor,Serie,lunes,Anatomía,según,Grey:,Temporada,2:,Abran,paso,al,dolor,,,,,,,,,,,,,,
29/07/2019,2019,"Anatomía según Grey: Temporada 2: Niégalo, niégalo, niégalo",Serie,lunes,Anatomía,según,Grey:,Temporada,2:,"Niégalo,","niégalo,",niégalo,,,,,,,,,,,,,,,
28/07/2019,2019,On My Block: Temporada 2: Capítulo once,Serie,domingo,On,My,Block:,Temporada,2:,Capítulo,once,,,,,,,,,,,,,,,,
28/07/2019,2019,Anatomía según Grey: Temporada 2: Hazme perder el control,Serie,domingo,Anatomía,según,Grey:,Temporada,2:,Hazme,perder,el,control,,,,,,,,,,,,,,
28/07/2019,2019,Anatomía según Grey: Temporada 2: Ya basta,Serie,domingo,Anatomía,según,Grey:,Temporada,2:,Ya,basta,,,,,,,,,,,,,,,,
28/07/2019,2019,Anatomía según Grey: Temporada 2: Gotas de lluvia sobre mi cabeza,Serie,domingo,Anatomía,según,Grey:,Temporada,2:,Gotas,de,lluvia,sobre,mi,cabeza,,,,,,,,,,,,
28/07/2019,2019,Siete almas,Película,domingo,Siete,almas,,,,,,,,,,,,,,,,,,,,,
27/07/2019,2019,Más propenso a morir,Película,sábado,Más,propenso,a,morir,,,,,,,,,,,,,,,,,,,
27/07/2019,2019,Campamento en el fin del mundo,Película,sábado,Campamento,en,el,fin,del,mundo,,,,,,,,,,,,,,,,,
27/07/2019,2019,Anatomía según Grey: ¿Quién encubre a quién?,Película,sábado,Anatomía,según,Grey:,¿Quién,encubre,a,quién?,,,,,,,,,,,,,,,,
27/07/2019,2019,Queer Eye: Temporada 4: Un corte y a otra cosa,Serie,sábado,Queer,Eye:,Temporada,4:,Un,corte,y,a,otra,cosa,,,,,,,,,,,,,
27/07/2019,2019,Anatomía según Grey: Sálvame,Película,sábado,Anatomía,según,Grey:,Sálvame,,,,,,,,,,,,,,,,,,,
26/07/2019,2019,Anatomía según Grey: El botón de autodestrucción,Película,viernes,Anatomía,según,Grey:,El,botón,de,autodestrucción,,,,,,,,,,,,,,,,
25/07/2019,2019,Atypical: Temporada 1: Una hembra humana,Serie,jueves,Atypical:,Temporada,1:,Una,hembra,humana,,,,,,,,,,,,,,,,,
25/07/2019,2019,Atypical: Temporada 1: Antártida,Serie,jueves,Atypical:,Temporada,1:,Antártida,,,,,,,,,,,,,,,,,,,
25/07/2019,2019,Atypical: Temporada 2: Las reglas de Ernest Shackleton,Serie,jueves,Atypical:,Temporada,2:,Las,reglas,de,Ernest,Shackleton,,,,,,,,,,,,,,,
23/07/2019,2019,La reina del flow: Temporada 1: Episodio 28,Serie,martes,La,reina,del,flow:,Temporada,1:,Episodio,28,,,,,,,,,,,,,,,
22/07/2019,2019,SAINT SEIYA: Los Caballeros del Zodiaco: Parte I: Quema tu cosmo,Película,lunes,SAINT,SEIYA:,Los,Caballeros,del,Zodiaco:,Parte,I:,Quema,tu,cosmo,,,,,,,,,,,,
22/07/2019,2019,SAINT SEIYA: Los Caballeros del Zodiaco: Parte I: Seiya,Película,lunes,SAINT,SEIYA:,Los,Caballeros,del,Zodiaco:,Parte,I:,Seiya,,,,,,,,,,,,,,
21/07/2019,2019,La reina del flow: Temporada 1: Episodio 27,Serie,domingo,La,reina,del,flow:,Temporada,1:,Episodio,27,,,,,,,,,,,,,,,
21/07/2019,2019,Nicky Jam: El Ganador: Los Cangris,Película,domingo,Nicky,Jam:,El,Ganador:,Los,Cangris,,,,,,,,,,,,,,,,,
20/07/2019,2019,La reina del flow: Temporada 1: Episodio 26,Serie,sábado,La,reina,del,flow:,Temporada,1:,Episodio,26,,,,,,,,,,,,,,,
18/07/2019,2019,La reina del flow: Temporada 1: Episodio 25,Serie,jueves,La,reina,del,flow:,Temporada,1:,Episodio,25,,,,,,,,,,,,,,,
18/07/2019,2019,La reina del flow: Temporada 1: Episodio 24,Serie,jueves,La,reina,del,flow:,Temporada,1:,Episodio,24,,,,,,,,,,,,,,,
18/07/2019,2019,La reina del flow: Temporada 1: Episodio 23,Serie,jueves,La,reina,del,flow:,Temporada,1:,Episodio,23,,,,,,,,,,,,,,,
18/07/2019,2019,La reina del flow: Temporada 1: Episodio 22,Serie,jueves,La,reina,del,flow:,Temporada,1:,Episodio,22,,,,,,,,,,,,,,,
18/07/2019,2019,La reina del flow: Temporada 1: Episodio 21,Serie,jueves,La,reina,del,flow:,Temporada,1:,Episodio,21,,,,,,,,,,,,,,,
18/07/2019,2019,"Tú, yo y ella: ¿Quieres pasarla bien?",Película,jueves,"Tú,",yo,y,ella:,¿Quieres,pasarla,bien?,,,,,,,,,,,,,,,,
17/07/2019,2019,La reina del flow: Temporada 1: Episodio 20,Serie,miércoles,La,reina,del,flow:,Temporada,1:,Episodio,20,,,,,,,,,,,,,,,
17/07/2019,2019,La reina del flow: Temporada 1: Episodio 19,Serie,miércoles,La,reina,del,flow:,Temporada,1:,Episodio,19,,,,,,,,,,,,,,,
17/07/2019,2019,La reina del flow: Temporada 1: Episodio 18,Serie,miércoles,La,reina,del,flow:,Temporada,1:,Episodio,18,,,,,,,,,,,,,,,
17/07/2019,2019,La reina del flow: Temporada 1: Episodio 17,Serie,miércoles,La,reina,del,flow:,Temporada,1:,Episodio,17,,,,,,,,,,,,,,,
16/07/2019,2019,La reina del flow: Temporada 1: Episodio 16,Serie,martes,La,reina,del,flow:,Temporada,1:,Episodio,16,,,,,,,,,,,,,,,
15/07/2019,2019,La reina del flow: Temporada 1: Episodio 15,Serie,lunes,La,reina,del,flow:,Temporada,1:,Episodio,15,,,,,,,,,,,,,,,
15/07/2019,2019,La reina del flow: Temporada 1: Episodio 14,Serie,lunes,La,reina,del,flow:,Temporada,1:,Episodio,14,,,,,,,,,,,,,,,
14/07/2019,2019,La reina del flow: Temporada 1: Episodio 13,Serie,domingo,La,reina,del,flow:,Temporada,1:,Episodio,13,,,,,,,,,,,,,,,
14/07/2019,2019,La reina del flow: Temporada 1: Episodio 12,Serie,domingo,La,reina,del,flow:,Temporada,1:,Episodio,12,,,,,,,,,,,,,,,
14/07/2019,2019,La reina del flow: Temporada 1: Episodio 11,Serie,domingo,La,reina,del,flow:,Temporada,1:,Episodio,11,,,,,,,,,,,,,,,
13/07/2019,2019,La reina del flow: Temporada 1: Episodio 10,Serie,sábado,La,reina,del,flow:,Temporada,1:,Episodio,10,,,,,,,,,,,,,,,
12/07/2019,2019,La reina del flow: Temporada 1: Episodio 9,Serie,viernes,La,reina,del,flow:,Temporada,1:,Episodio,9,,,,,,,,,,,,,,,
12/07/2019,2019,La reina del flow: Temporada 1: Episodio 8,Serie,viernes,La,reina,del,flow:,Temporada,1:,Episodio,8,,,,,,,,,,,,,,,
12/07/2019,2019,La reina del flow: Temporada 1: Episodio 7,Serie,viernes,La,reina,del,flow:,Temporada,1:,Episodio,7,,,,,,,,,,,,,,,
11/07/2019,2019,La reina del flow: Temporada 1: Episodio 6,Serie,jueves,La,reina,del,flow:,Temporada,1:,Episodio,6,,,,,,,,,,,,,,,
11/07/2019,2019,La reina del flow: Temporada 1: Episodio 5,Serie,jueves,La,reina,del,flow:,Temporada,1:,Episodio,5,,,,,,,,,,,,,,,
11/07/2019,2019,Insatiable: Temporada 1: Perras y bikinis,Serie,jueves,Insatiable:,Temporada,1:,Perras,y,bikinis,,,,,,,,,,,,,,,,,
10/07/2019,2019,La reina del flow: Temporada 1: Episodio 4,Serie,miércoles,La,reina,del,flow:,Temporada,1:,Episodio,4,,,,,,,,,,,,,,,
